dataset,file,layer,sequence,batch_id,request_class,address,bytes,producer_sequence,producer_ready_cycle,enqueue_cycle,first_issue_cycle,completion_cycle
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1141,1,input,37947392,65536,1,144046,144046,277328,283840
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1142,1,input,38012928,59392,1,144046,144046,280660,281552
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1143,1,input,38092800,63488,1,144046,144046,280632,281740
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1144,1,input,38182912,61440,1,144046,144046,280734,281922
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1145,1,input,38256640,61440,1,144046,144046,280782,282510
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1146,1,input,38332416,65536,1,144046,144046,281966,282944
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1147,1,input,38397952,65536,1,144046,144046,282006,286144
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1148,1,input,38463488,65536,1,144046,144046,282092,286158
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1149,1,input,38535168,65536,1,144046,144046,282498,287458
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1150,1,input,38602752,59392,1,144046,144046,282932,286210
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1151,1,input,38668288,65536,1,144046,144046,282968,287060
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1152,1,input,38744064,65536,1,144046,144046,283024,287098
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1153,1,input,38811648,57344,1,144046,144046,283904,287260
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1154,1,input,38883328,65536,1,144046,144046,283854,287308
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1155,1,input,38948864,63488,1,144046,144046,283898,287420
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1156,1,input,39014400,65536,1,144046,144046,283966,288392
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1157,1,input,39079936,65536,1,144046,144046,284004,288556
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1158,1,input,39145472,61440,1,144046,144046,284036,288470
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1159,1,input,39211008,59392,1,144046,144046,284066,288478
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1160,1,input,39286784,61440,1,144046,144046,284090,288574
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1161,1,input,39356416,65536,1,144046,144046,283826,284366
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1162,1,input,39430144,65536,1,144046,144046,284042,284618
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1163,1,input,39503872,49152,1,144046,144046,284606,288018
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1164,1,input,39573504,36864,1,144046,144046,284684,286574
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1165,1,input,39651328,65536,1,144046,144046,285520,286780
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1166,1,input,39720960,61440,1,144046,144046,285578,286986
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1167,1,input,39788544,49152,1,144046,144046,285516,288562
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1168,1,input,39856128,59392,1,144046,144046,287448,289114
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1169,1,input,39927808,61440,1,144046,144046,287504,289232
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1170,1,input,40019968,59392,1,144046,144046,287480,289326
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1171,1,input,40087552,51200,1,144046,144046,287076,288806
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1172,1,input,40161280,57344,1,144046,144046,288382,288990
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1173,1,input,40237056,10240,1,144046,144046,288596,289138
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1174,1,input,40304640,2048,1,144046,144046,288492,288514
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1175,1,input,40376320,2048,1,144046,144046,288978,289014
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1176,2,input,0,61440,2,289776,289776,289776,290028
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1177,2,input,71680,63488,2,289776,289776,290016,290276
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1178,2,input,137216,53248,2,289776,289776,290264,290484
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1179,2,input,202752,59392,2,289776,289776,290472,290716
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1180,2,input,268288,45056,2,289776,289776,290710,290928
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1181,2,input,335872,65536,2,289776,289776,290704,291158
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1182,2,input,401408,51200,2,289776,289776,290922,291354
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1183,2,input,473088,61440,2,289776,289776,290916,291600
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1184,2,input,538624,65536,2,289776,289776,291342,291862
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1185,2,input,616448,59392,2,289776,289776,291580,292076
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1186,2,input,688128,45056,2,289776,289776,292064,292252
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1187,2,input,757760,59392,2,289776,289776,292240,292484
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1188,2,input,823296,63488,2,289776,289776,292478,292738
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1189,2,input,890880,59392,2,289776,289776,292472,294074
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1190,2,input,974848,61440,2,289776,289776,292748,294952
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1191,2,input,1040384,55296,2,289776,289776,292764,294082
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1192,2,input,1110016,63488,2,289776,289776,292726,293036
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1193,2,input,1175552,59392,2,289776,289776,293024,294096
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1194,2,input,1243136,51200,2,289776,289776,293064,294044
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1195,2,input,1314816,63488,2,289776,289776,294076,297556
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1196,2,input,1380352,59392,2,289776,289776,294106,297406
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1197,2,input,1445888,61440,2,289776,289776,294120,297432
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1198,2,input,1511424,63488,2,289776,289776,294134,297586
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1199,2,input,1579008,65536,2,289776,289776,294062,294420
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1200,2,input,1646592,63488,2,289776,289776,294038,294658
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1201,2,input,1720320,61440,2,289776,289776,294132,294892
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1202,2,input,1785856,65536,2,289776,289776,294880,297504
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1203,2,input,1857536,40960,2,289776,289776,294942,296508
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1204,2,input,1929216,65536,2,289776,289776,294946,297804
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1205,2,input,1994752,61440,2,289776,289776,295028,297554
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1206,2,input,2072576,65536,2,289776,289776,295184,296704
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1207,2,input,2140160,65536,2,289776,289776,296128,296900
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1208,2,input,2222080,61440,2,289776,289776,296202,297092
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1209,2,input,2289664,57344,2,289776,289776,296328,299944
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1210,2,input,2359296,55296,2,289776,289776,296492,301182
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1211,2,input,2430976,61440,2,289776,289776,296500,301228
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1212,2,input,2502656,59392,2,289776,289776,297542,301220
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1213,2,input,2568192,65536,2,289776,289776,297572,301770
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1214,2,input,2633728,63488,2,289776,289776,297600,301280
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1215,2,input,2699264,65536,2,289776,289776,297630,301784
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1216,2,input,2785280,53248,2,289776,289776,297670,301130
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1217,2,input,2850816,63488,2,289776,289776,297684,301840
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1218,2,input,2918400,57344,2,289776,289776,297566,298336
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1219,2,input,2994176,65536,2,289776,289776,297692,301828
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1220,2,input,3065856,63488,2,289776,289776,297632,301376
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1221,2,input,3131392,65536,2,289776,289776,297752,299328
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1222,2,input,3198976,47104,2,289776,289776,298324,299858
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1223,2,input,3276800,65536,2,289776,289776,298434,303592
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1224,2,input,3348480,57344,2,289776,289776,298430,303096
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1225,2,input,3430400,55296,2,289776,289776,299316,303628
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1226,2,input,3502080,63488,2,289776,289776,299846,304880
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1227,2,input,3573760,65536,2,289776,289776,300272,305660
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1228,2,input,3641344,59392,2,289776,289776,299912,304368
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1229,2,input,3715072,61440,2,289776,289776,301538,307564
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1230,2,input,3780608,57344,2,289776,289776,301568,307082
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1231,2,input,3848192,65536,2,289776,289776,301594,308382
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1232,2,input,3930112,65536,2,289776,289776,301612,308412
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1233,2,input,4001792,40960,2,289776,289776,301630,305050
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1234,2,input,4069376,65536,2,289776,289776,301668,308426
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1235,2,input,4153344,59392,2,289776,289776,301664,307684
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1236,2,input,4220928,65536,2,289776,289776,301212,307702
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1237,2,input,4294656,65536,2,289776,289776,301320,307724
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1238,2,input,4366336,59392,2,289776,289776,301768,307742
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1239,2,input,4444160,61440,2,289776,289776,301764,302544
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1240,2,input,4515840,65536,2,289776,289776,301834,302798
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1241,2,input,4583424,63488,2,289776,289776,301826,303022
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1242,2,input,4655104,65536,2,289776,289776,303010,308508
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1243,2,input,4720640,65536,2,289776,289776,304014,310448
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1244,2,input,4786176,59392,2,289776,289776,304046,310374
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1245,2,input,4859904,63488,2,289776,289776,304076,310452
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1246,2,input,4931584,61440,2,289776,289776,301832,310418
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1247,2,input,5023744,65536,2,289776,289776,304136,305560
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1248,2,input,5091328,61440,2,289776,289776,303610,310482
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1249,2,input,5156864,65536,2,289776,289776,303662,310950
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1250,2,input,5228544,65536,2,289776,289776,304244,306326
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1251,2,input,5296128,61440,2,289776,289776,305548,306524
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1252,2,input,5369856,61440,2,289776,289776,305636,306730
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1253,2,input,5437440,59392,2,289776,289776,306138,306936
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1254,2,input,5502976,53248,2,289776,289776,306930,308096
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1255,2,input,5576704,65536,2,289776,289776,307440,308324
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1256,2,input,5644288,65536,2,289776,289776,306924,311044
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1257,2,input,5713920,65536,2,289776,289776,307226,311148
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1258,2,input,5781504,65536,2,289776,289776,308312,313706
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1259,2,input,5851136,61440,2,289776,289776,305640,313720
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1260,2,input,5918720,59392,2,289776,289776,308442,313742
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1261,2,input,5992448,65536,2,289776,289776,308458,313924
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1262,2,input,6066176,55296,2,289776,289776,308580,309094
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1263,2,input,6131712,65536,2,289776,289776,308644,309324
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1264,2,input,6199296,61440,2,289776,289776,308404,313782
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1265,2,input,6268928,65536,2,289776,289776,307666,313906
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1266,2,input,6336512,61440,2,289776,289776,309312,310076
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1267,2,input,6402048,65536,2,289776,289776,309350,310302
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1268,2,input,6467584,61440,2,289776,289776,309384,314194
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1269,2,input,6533120,59392,2,289776,289776,309418,314008
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1270,2,input,6600704,63488,2,289776,289776,310290,314084
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1271,2,input,6699008,61440,2,289776,289776,310346,314158
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1272,2,input,6764544,63488,2,289776,289776,310366,314794
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1273,2,input,6832128,61440,2,289776,289776,310448,312118
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1274,2,input,6901760,45056,2,289776,289776,310842,312218
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1275,2,input,6979584,59392,2,289776,289776,310536,312382
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1276,2,input,7047168,57344,2,289776,289776,310900,315020
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1277,2,input,7153664,65536,2,289776,289776,312370,313056
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1278,2,input,7219200,61440,2,289776,289776,312408,313636
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1279,2,input,7286784,61440,2,289776,289776,311136,315136
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1280,2,input,7352320,61440,2,289776,289776,313044,314988
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1281,2,input,7421952,63488,2,289776,289776,314184,315214
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1282,2,input,7501824,63488,2,289776,289776,314210,315352
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1283,2,input,7567360,55296,2,289776,289776,314298,315462
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1284,2,input,7634944,65536,2,289776,289776,315340,315716
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1285,2,input,7704576,65536,2,289776,289776,315704,315972
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1286,2,input,7770112,59392,2,289776,289776,315960,316204
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1287,2,input,7843840,63488,2,289776,289776,316198,318104
pubmed,paper_paper_gcn_pubmed_latency-aware_independent_sparse-on_priority-batch-class_mapping-low-bits_seed-1_layer-0.json,0,1288,2,input,7909376,63488,2,289776,289776,316212,316530
